jobTitle,company,location,experience,salary,jobLink,skills
Data Analyst,Staragile Consulting,Bengaluru,2-4 Yrs,7-12 Lacs PA,https://www.naukri.com/job-listings-data-analyst-staragile-consulting-bengaluru-2-to-4-years-221124011428,"Excel, Data Analysis, Data Visualization, Zoho Crm, Google Sheets, R, Data Studio, Bigquery"
Data Analyst,Leading Client,Bengaluru,3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-ideslabs-private-limited-bengaluru-3-to-6-years-201124920194,"Data Analysis, auditing process, strong analytical skills, data analyst, Strong Analytical, Analysis, Auditing, Process"
CMDB Data Analyst,Very well known Organization,"Hybrid - Bengaluru, Delhi / NCR, Mumbai (All Areas)",5-10 Yrs,11-21 Lacs PA,https://www.naukri.com/job-listings-cmdb-data-analyst-nr-consulting-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-181124006531,"CMDB Data Analyst, ITSM, Service now, ITIL, Servicenow, Data, CMDB, Data analysis"
data analyst,Disha Consultant,"Pune, Chennai, Jaipur, Bengaluru",2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-disha-consultant-pune-chennai-jaipur-bengaluru-2-to-4-years-140621501222,"Data analysis, Data validation, Data management, Data analytics, Advanced Excel, Data Analyst, data visualization, Management"
Data Analyst ( Tableau+Alteryx ),Biz Tecno,Chandigarh,4-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-tableau-alteryx-biz-infotecno-pvt-ltd-chandigarh-4-to-6-years-221124501403,"tableau, query optimization, Business Analyst, data science, Analytical, Data Analyst, Windows, SQL"
Data Analyst - Spotfire,Sophos It Services,Noida,2-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-spotfire-sophos-it-services-noida-2-to-3-years-211124506996,"IT services, Automation, Data analysis, Version control, Data management, Data modeling, Data Analyst, Stored procedures"
Data Analyst ( 81342926 ),Jio,Mumbai,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-81342926-reliance-jio-infocomm-ltd-mumbai-3-to-8-years-201124503178,"Analytical skills, Data analysis, Quality standards, Excel, Data Analyst, data visualization, Reporting tools, SQL"
Data Analyst || Job Location:- Hyderabad Only.,Coforge,Hyderabad,6-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-location-hyderabad-only-coforge-hyderabad-6-to-10-years-191124021000,"data analysis, data analysis portfolios, Data Quality Module, Data quality, Data, Quality, Portfolio, Analysis"
"Data Analyst (##UjAwMDg""ODczNQ*##)",FCS Software Solutions,Remote,8-13 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-ujawmdg-odcznq-fcs-software-solutions-noida-8-to-13-years-181124003668,"Power Bi, ETL, Data Warehousing, Tableau, AWS, Warehouse, Bi, Data analysis"
Data Analyst/ AI Intern,Codenera,Pune,N/A,Unpaid,https://www.naukri.com/job-listings-data-analyst-ai-intern-codenera-pune-0-to-1-years-291124015435,
Data Engineer / Data Analyst,Hireign Innoways,Hyderabad,4-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-engineer-data-analyst-hireign-innoways-hyderabad-4-to-6-years-191124915990,"Azure, GCP, AWS, Python, SQL, Automation, Data Management, Data Engineer"
Data Analyst,Supple Tek,Amritsar,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-supple-tek-amritsar-3-to-8-years-181124002836,"Data Analysis, Data Analytics, Data Reporting, Analytics, Analysis, Data, Reporting"
Manager - FP&A (Data Analyst),Myntra,Bengaluru,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-manager-fp-a-data-analyst-myntra-bengaluru-2-to-4-years-161024023594,"Data Analytics, R, Excel, Tableau, SQL, Python, Management, Data analysis"
Deputy Manager_ Data Analyst,_VOIS,Pune,3-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-deputy-manager-data-analyst-vodafone-india-services-pvt-ltd-pune-3-to-8-years-021124903687,"Data Analysis, dashboards modelling, report design, data analytics, business intelligence, Analysis, Modeling, Data"
Data Analyst,Hitachi Energy,Chennai,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-hitachi-energy-chennai-2-to-5-years-060623500175,"Sales, Finance, Market segmentation, Manager Technology, Data quality, Data analytics, Data Analyst, Management"
Data Analyst,Frugal Product Services,Hyderabad(Gachibowli),1-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-frugal-product-services-hyderabad-1-to-5-years-251124008689,"Google Sheets, Excel, Spreadsheets, SQL, Data analyst, SAS, Business Data Analyst, XML"
Data Analyst,Provakil Technologies,Ahmedabad,2-4 Yrs,2-3 Lacs PA,https://www.naukri.com/job-listings-data-analyst-provakil-technologies-ahmedabad-2-to-4-years-251124009961,"Pivot Table, VLOOKUP, Reports, Data Management, Data, Dashboards, Management, Pivot"
Data Analyst,Different Hair,"Sriperumbudur, Chennai",1-4 Yrs,3.5-6 Lacs PA,https://www.naukri.com/job-listings-data-analyst-different-hair-sriperumbudur-chennai-1-to-4-years-240124004416,"Power Bi, Data Analysis, Tableau, Python, SQL, Automation, Data Visualization, Statistics"
Data Analyst,Euclid Innovations,Mumbai,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-euclid-innovations-pvt-ltd-mumbai-2-to-4-years-221124504329,"apache, data analysis, business requirements, data visualization, communication skills, sql, Requirements, Data"
Data Analyst,icubes.org,Udaipur,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-icubes-org-udaipur-1-to-4-years-201124513594,"Computer science, Data analysis, PDF, Analytical, Data collection, Data mining, Operations, Analytics"
SCM Data Analyst,Banyan Nation,Hyderabad,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-scm-data-analyst-banyan-nation-hyderabad-3-to-5-years-201124512888,"Data Analyst, SCM, Data, Data analysis"
Data Analyst 3,Comcast,Chennai,5-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-3-comcast-chennai-5-to-7-years-201124501105,"Data analysis, Machine learning, Hypothesis Testing, Natural language processing, Business strategy, Business intelligence, Forecasting, Analytics"
Quantitative Data Analyst,Zivanta Analytics,Kolkata,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-quantitative-data-analyst-zivanta-analytics-kolkata-1-to-4-years-201124501037,"Data analysis, Data management, Analytical, Data Analyst, Data quality, Data mining, Risk management, Analytics"
Data Analyst,UST,Pune,1-2 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-ust-pune-1-to-2-years-201124012322,"Power Bi, MySQL, Dax, Data Lake, Bi, Data analysis, Data"
Data Analyst - Logistics Domain (Remote),Elevati Infotech,Pune,3-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-logistics-domain-remote-elevati-infotech-pvt-ltd-pune-3-to-7-years-191124504983,"Supply chain, Health insurance, Data analysis, Automation, Analytical, power bi, Macros, Logistics"
Data Analyst,Airtel Payments Bank,Gurugram,2-5 Yrs,5-7 Lacs PA,https://www.naukri.com/job-listings-data-analyst-airtel-payments-bank-gurugram-2-to-5-years-181124004011,"SQL Queries, Javascipt, Python, Data analysis, Data Visualization, Machine Learning, Machine, Data"
Data Analyst,Ramesh Parasmal Jain &amp; Co.,Ahmedabad,1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-ramesh-parasmal-jain-amp-co-ahmedabad-1-to-4-years-221124506500,"Data Analyst, Data analysis, Data"
Data Analyst,Siyanda Techlogics,Visakhapatnam,2-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-siyanda-techlogics-pvt-ltd-visakhapatnam-2-to-4-years-211124507361,"data science, Analytical, Social media, Data processing, Data structures, Predictive modeling, Data Analyst, SQL"
ETL Developer (Data Analyst) 5 To 8 years- immediate Joiners,Sivacerulean Technologies,Remote,5-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-etl-developer-data-analyst-5-to-8-years-immediate-joiners-sivacerulean-technologies-chennai-5-to-8-years-180124004268,"Oracle PL/SQL ETL developer, ETL Tool, ETL, Data Analysis, Progress DBA, Etl Development, Redshift Db, Python Development"
Data Analyst,Wipzo Systech,"Hyderabad, Pune, Gurugram",5-10 Yrs,14-24 Lacs PA,https://www.naukri.com/job-listings-data-analyst-wipzo-systech-hyderabad-pune-gurugram-5-to-10-years-191124031936,"Property And Casualty Insurance, Data Analysis, SQL, Data Transformation, Data Standardisation, Snowflake, Data Modeling, sttm"
Data Analyst,Quantum Leap Consulting,Mumbai(Borivali West +5),3-8 Yrs,15-25 Lacs PA,https://www.naukri.com/job-listings-data-analyst-teamware-solutions-mumbai-3-to-8-years-201124018179,"Project Management, Power Bi, Data Analysis, Data Visualization, Data Extraction, Tableau, Python, SQL"
Data Analyst,Hum Enterprise,Remote,8 Yrs,8-18 Lacs PA,https://www.naukri.com/job-listings-data-analyst-hum-enterprise-pune-8-to-8-years-031224004938,"data validation, Alteryx, MongoDB, metric verification, SQL, Power Bi, Data Profiling, Data Cleansing"
Data Analyst || Reputed Automobile Industry in Gurgaon,RBS Consultancy Services,Gurugram,5-8 Yrs,5-6 Lacs PA,https://www.naukri.com/job-listings-data-analyst-reputed-automobile-industry-in-gurgaon-rbs-consultancy-services-gurugram-5-to-8-years-021224002802,"MIS, Data Management, Advanced Excel, Automobile, Management, Data analysis, Excel, Data"
Data Analyst,Reycruit,Hyderabad,8-13 Yrs,25-40 Lacs PA,https://www.naukri.com/job-listings-data-analyst-reycruit-hyderabad-8-to-13-years-011224002117,"python, Artificial Intelligence, data Analyst, Data Analysis, Data, Intelligence, Analysis"
Data Analyst,m,Hyderabad,2-5 Yrs,2-4 Lacs PA,https://www.naukri.com/job-listings-data-analyst-orcapod-consulting-services-hyderabad-2-to-5-years-251124002884,"Excellent Verbal And Written Communication Skills, VBA, Advanced Excel, Macros, Pivot Table, Formulas, Tables, Communication Skills Written"
Data Analyst,Faptic Technology,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-faptic-technology-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-4-years-071024503222,"Data analysis, Excel, SAS, Analytical, Data collection, Data Analyst, Data analytics, SQL"
Data Analyst,Caliche,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-caliche-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-6-years-061124503717,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining"
Data Analyst,Cindrebay School Of Fashion & Interior Design,"Hyderabad, Coimbatore, Thodupuzha, Thiruvananthapuram, Kochi, Kolkata, Kannur, Indore, Nagpur, Pune, Lucknow, Kozhikode, Bengaluru",1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-cindrebay-school-of-fashion-interior-design-hyderabad-coimbatore-thodupuzha-thiruvananthapuram-kochi-kolkata-kannur-indore-nagpur-pune-lucknow-kozhikode-bengaluru-1-to-4-years-101221500466,"Secondary Data, Database Design Development, Business Data Analyst, Data Collection Systems, Data Analysis, Data Mining, Information Management, Data Analytics"
Data Analyst,Simply Vyapar Apps,Bengaluru(HSR Layout),1-4 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-simply-vyapar-apps-bengaluru-1-to-4-years-030924012704,"KPI, Data Analytics, Business Understanding, SQL, Metrics, Analytics, Python, Data analysis"
Group Data Privacy (GDP) - Data Privacy Analyst,DWS Group,Bengaluru,9 Yrs,Not disclosed,https://www.naukri.com/job-listings-group-data-privacy-gdp-data-privacy-analyst-dws-group-bengaluru-9-to-9-years-281124500067,"Data management, Senior Analyst, MIS, Information security, German, Outsourcing, microsoft, Risk management"
Data Analyst,Ipropal,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-ipropal-allps-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-3-years-220424500677,"Data analysis, Artificial Intelligence, Machine learning, Mechanical, Data analytics, Data Analyst, Intelligence, Machine"
Data Analyst,Response Informatics,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-response-informatics-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-140324500139,"Microstrategy, RDBMS, Data analytics, Data Analyst, data visualization, SQL, Data analysis, Analytics"
Data Analyst,Naghavi Fintech,Bengaluru,5-9 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-naghavi-fintech-bengaluru-5-to-9-years-260724502918,"SAS, Cognos, TIBCO, power bi, Data analytics, Bi, Data analysis, Data"
Data Analyst,Freshtohome,Bengaluru,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-freshtohome-bengaluru-1-to-3-years-230724502384,"Data analysis, Automation, Publishing, Business analysis, Marketing campaigns, Conceptualization, Data analytics, Monitoring"
Data Analyst,Global Pharma Tek,Bengaluru,3-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-global-pharma-tek-bengaluru-3-to-5-years-221123501459,"data science, Focus, Consulting, IT infrastructure, Programming, Data Analyst, Data analytics, Weaving"
Data Analyst,Global Pharma Tek,Bengaluru,5-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-global-pharma-tek-bengaluru-5-to-7-years-221123501458,"data science, Focus, Consulting, IT infrastructure, Programming, Data Analyst, Data analytics, Weaving"
Data Analyst,Diverse Lynx,Bengaluru,1-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-diverse-lynx-bengaluru-1-to-5-years-100523502936,"Data analysis, Statistical analysis, SAS, Data Analyst, Data analytics, Regression analysis, Data mining, Python"
Data Analyst,Infobahn Softworld,Bengaluru,4-6 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-infobahn-softworld-inc-bengaluru-4-to-6-years-090924501938,"Post production, adobe analytics, C, Web analytics, Debugging, Javascript, Data collection, Data analytics"
Data Analyst,Infobahn Softworld,Bengaluru,6-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-infobahn-softworld-inc-bengaluru-6-to-8-years-090924501937,"Post production, adobe analytics, Web analytics, Debugging, Javascript, Data analytics, SQL, Data analysis"
Carbon Data Analyst,Terrascope,Bengaluru,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-carbon-data-analyst-terrascope-bengaluru-2-to-5-years-071124500207,"SQL queries, Data management, Manufacturing technology, Accounting, Data processing, Data Analyst, Data analytics, Management"
Client Data Specialist/Analyst,JPMorgan Chase Bank,Bengaluru,1-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-client-data-specialist-analyst-jpmorgan-chase-bengaluru-1-to-8-years-201124502093,"Analyst, Due diligence, Quality standards, Compliance, Analytical, Research, Management, Customer engagement"
Urgent Hiring || Data Analyst || Bangalore || Hybrid,Teknuova,Hybrid - Bengaluru,6-10 Yrs,15-25 Lacs PA,https://www.naukri.com/job-listings-urgent-hiring-data-analyst-bangalore-hybrid-teknuova-solutions-bengaluru-6-to-10-years-041124013544,"Tableau, Data Analytics, SQL, Power Bi, Data Management, Data Analysis, Bi, Hiring"
Data Analyst,Hiring for Leading MNC Company,"Hybrid - Noida, Pune, Bengaluru",5-8 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-sp-staffing-noida-pune-bengaluru-5-to-8-years-041124009701,"Python, SQL, Data Analyst, Data Analytics, Analytics, Data, Data analysis"
HRIS Data Analyst,Haworth,Chennai,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-hris-data-analyst-haworth-singapore-chennai-2-to-5-years-291024506161,"Data validation, SAP, HRIS, Employee engagement, Data collection, power bi, Data analytics, HR analytics"
Data Analyst,E-solution Point,Chennai,1-3 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-e-solution-point-chennai-1-to-3-years-171024502320,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration"
Data Analyst,Sheer Analytics and Insights Private Limited,Kolkata,2-5 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-sheer-analytics-and-insights-private-limited-kolkata-2-to-5-years-171024502040,"python, data analysis, data analytics, data mining, predictive analytics, business analysis, market research, machine learning"
DATA ANALYST,Nsight Consulting,Gurugram,2-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-nsight-consulting-gurugram-2-to-7-years-151024501873,"Computer science, Analytical skills, MIS reporting, Data validation, PDF, Excel, Advanced Excel, Data analytics"
DATA ANALYST ( with Python skills ),Nsight Consulting,Gurugram,2-7 Yrs,Not disclosed,https://www.naukri.com/job-listings-data-analyst-with-python-skills-nsight-consulting-gurugram-2-to-7-years-151024501872,"Computer science, Analytical skills, MIS reporting, Data validation, PDF, Excel, Advanced Excel, Data analytics"
